
Customer ID,CIBIL ID,Customer Name,Age,Gender,Marital Status,PAN Number,Phone,Email,Address,Type of Property (Rented/Owned),Postal code,Education level,Employment Status,Experience,Salary,CIBIL Score,Product Type,Loan Amount,Interest Rate,Loan Tenure,Eligibility (0/1)
HDFC-CUST-0113,606215936,Siya Khan,34,Male,Single,OKOCF7729Q,7128117889,siyakhan80@rediffmail.com,"Mumbai, Maharashtra",Rented,400001,PhD,Government,9,74646,740,Gold Personal Loan,406137,11.0,12,0
HDFC-CUST-0114,335168815,Dhruv Deshmukh,54,Female,Married,XILQH5533N,7022748178,dhruvdeshmukh69@rediffmail.com,"Hyderabad, Telangana",Rented,500001,Graduate,Government,8,46167,641,Silver Credit Card Loan,69825,20.98,18,0
HDFC-CUST-0115,29967115,Atharv Patil,32,Male,Married,WQVPT2028R,9613858150,atharvpatil56@icici.com,"Nashik, Maharashtra",Rented,422001,Graduate,Salaried,7,36548,891,Platinum Personal Loan,511123,10.21,60,1
HDFC-CUST-0116,368539538,Trisha Khan,36,Female,Married,BTGGG6573O,6061962755,trishakhan58@rediffmail.com,"Chennai, Tamil Nadu",Owned,600001,Postgraduate,Government,7,236928,729,Gold Credit Card Loan,108942,20.1,12,1
HDFC-CUST-0117,160502195,Nisha Salunkhe,34,Male,Single,DECQF1371H,9874421800,nishasalunkhe83@icici.com,"Aurangabad, Maharashtra",Rented,431001,Graduate,Self-Employed,16,53410,728,Gold Personal Loan,365710,11.93,24,1
HDFC-CUST-0118,861958570,Trisha Verma,25,Female,Married,FPMMF4157T,8169503105,trishaverma74@rediffmail.com,"Hyderabad, Telangana",Owned,500001,Postgraduate,Government,6,32960,771,Platinum Credit Card Loan,70452,17.04,12,1
HDFC-CUST-0119,841775106,Arnav Tripathi,43,Male,Married,UQNJB5287M,8577601428,arnavtripathi46@icici.com,"Chennai, Tamil Nadu",Owned,600001,Diploma,Salaried,7,32320,754,Gold Personal Loan,50000,12.11,24,1
HDFC-CUST-0120,461243567,Ananya Shetty,40,Female,Single,LPGNO6932R,9154957318,ananyashetty25@yahoo.com,"Pune, Maharashtra",Owned,411014,Diploma,Government,10,85236,736,Gold Credit Card Loan,134717,20.49,24,1
HDFC-CUST-0121,55210201,Ishaan Parekh,40,Male,Married,VMPCG3679M,8759864268,ishaanparekh46@yahoo.com,"Ahmedabad, Gujarat",Owned,380001,12th Pass,Salaried,10,42331,665,Silver Personal Loan,761892,14.39,48,0
HDFC-CUST-0122,898856957,Pranav Bhat,27,Female,Married,KFASX5755L,8294401555,pranavbhat53@gmail.com,"Pune, Maharashtra",Rented,411001,10th Pass,Self-Employed,11,22410,753,Gold Credit Card Loan,212768,20.29,18,0
HDFC-CUST-0123,296941782,Aarohi Gaikwad,45,Female,Married,WMGJU2784L,6722373513,aarohigaikwad37@icici.com,"Delhi, Delhi",Owned,110001,Postgraduate,Salaried,9,63339,852,Platinum Personal Loan,397110,10.07,36,1
HDFC-CUST-0124,74553619,Krishna Naidu,23,Female,Single,CXRRP7504T,8498849922,krishnanaidu83@yahoo.com,"Kolkata, West Bengal",Owned,700001,Graduate,Self-Employed,1,32936,814,Platinum Credit Card Loan,128968,17.12,6,0
HDFC-CUST-0125,878581874,Saanvi Gaikwad,39,Female,Married,AFPIP2524T,8342738211,saanvigaikwad83@yahoo.com,"Kolkata, West Bengal",Owned,700001,12th Pass,Government,13,122468,832,Platinum Personal Loan,403369,9.99,36,1
HDFC-CUST-0126,18915617,Aarav Yadav,52,Female,Single,ZWNSU3553W,7084643359,aaravyadav42@outlook.com,"Gurugram, Haryana",Owned,122001,Graduate,Student,1,41185,684,Gold Credit Card Loan,193769,19.71,36,0
HDFC-CUST-0127,754181227,Diya Das,26,Female,Married,LCPMY8694T,9801232262,diyadas66@outlook.com,"Pune, Maharashtra",Rented,411014,12th Pass,Government,7,38379,651,Silver Personal Loan,222878,12.89,12,0
HDFC-CUST-0128,489519554,Reyansh Pandey,29,Male,Single,CYMBU5916C,9322618068,reyanshpandey51@rediffmail.com,"Aurangabad, Maharashtra",Rented,431001,Graduate,Self-Employed,3,87282,711,Gold Credit Card Loan,239145,19.56,6,0
HDFC-CUST-0129,518427682,Nikita Chauhan,35,Female,Single,QIJOU4323A,7340994042,nikitachauhan39@gmail.com,"Jaipur, Rajasthan",Owned,302001,10th Pass,Self-Employed,6,47586,724,Gold Personal Loan,507307,13.15,48,1
HDFC-CUST-0130,277214337,Reyansh Menon,30,Male,Single,UPSHQ5210E,8144743190,reyanshmenon23@outlook.com,"Thane, Maharashtra",Rented,400601,Diploma,Salaried,7,61269,797,Platinum Credit Card Loan,207454,16.87,18,1
HDFC-CUST-0131,463360952,Isha Gaikwad,22,Male,Single,VYBUB4188A,6973929170,ishagaikwad95@yahoo.com,"Nagpur, Maharashtra",Rented,440001,Postgraduate,Salaried,7,50970,602,Silver Personal Loan,465771,14.09,24,0
HDFC-CUST-0132,67712977,Nikita Mukherjee,35,Male,Single,BRZGL0753H,6956617246,nikitamukherjee53@gmail.com,"Bengaluru, Karnataka",Owned,560001,Graduate,Salaried,8,26198,827,Platinum Credit Card Loan,151569,16.58,36,1
HDFC-CUST-0133,63108727,Meera Shukla,26,Male,Married,JDXML2611L,8728950122,meerashukla56@rediffmail.com,"Chennai, Tamil Nadu",Rented,600001,12th Pass,Salaried,12,28994,709,Gold Personal Loan,500929,12.82,48,1
HDFC-CUST-0134,360924808,Sara Parekh,38,Male,Single,MOPIQ1508E,7824058657,saraparekh42@gmail.com,"Pune, Maharashtra",Owned,411001,Graduate,Student,8,40166,690,Gold Credit Card Loan,197345,20.44,6,0
HDFC-CUST-0135,346811431,Vihaan Shah,27,Female,Married,UBQNT8025D,7515261741,vihaanshah91@icici.com,"Ahmedabad, Gujarat",Owned,380001,Postgraduate,Salaried,5,33835,649,Silver Personal Loan,346893,12.9,12,0
HDFC-CUST-0136,923798955,Yashvi Pillai,46,Female,Married,OZVKQ8325M,8349002018,yashvipillai10@outlook.com,"Nashik, Maharashtra",Owned,422001,Graduate,Retired,10,22883,604,Silver Credit Card Loan,104111,22.24,36,0
HDFC-CUST-0137,7384882,Trisha Khan,28,Male,Single,JDJPG8039X,6771865953,trishakhan83@rediffmail.com,"Pune, Maharashtra",Owned,411001,Graduate,Salaried,11,24812,778,Platinum Personal Loan,415278,10.11,12,0
HDFC-CUST-0138,711546167,Yashvi Sharma,31,Female,Single,NIOIS1699Y,6223105030,yashvisharma74@rediffmail.com,"Chennai, Tamil Nadu",Rented,600001,Graduate,Self-Employed,1,56851,725,Gold Credit Card Loan,273921,18.02,12,0
HDFC-CUST-0139,109988061,Dhruv Naidu,41,Male,Single,LROCK3136Y,8138864926,dhruvnaidu29@gmail.com,"Pune, Maharashtra",Owned,411045,Postgraduate,Government,8,134620,630,Silver Personal Loan,214133,14.7,24,0
HDFC-CUST-0140,808623903,Meera Salunkhe,24,Male,Single,TFOTO6966M,6202624906,meerasalunkhe94@outlook.com,"Delhi, Delhi",Owned,110001,12th Pass,Salaried,9,23456,629,Silver Credit Card Loan,32597,21.69,12,0
HDFC-CUST-0141,923317568,Yashvi Sawant,36,Male,Single,NLYAG5331L,8339920239,yashvisawant13@icici.com,"Thane, Maharashtra",Rented,400601,Diploma,Salaried,5,40487,696,Gold Personal Loan,424714,12.93,60,0
HDFC-CUST-0142,571810399,Karthik Shetty,44,Male,Married,LIPLD6562E,8689497651,karthikshetty18@icici.com,"Nashik, Maharashtra",Owned,422001,10th Pass,Self-Employed,12,93200,837,Platinum Credit Card Loan,154071,16.87,18,1
HDFC-CUST-0143,249992622,Tanmay Pillai,21,Female,Single,EDAZQ6652A,8071846134,tanmaypillai30@yahoo.com,"Gurugram, Haryana",Owned,122001,Diploma,Salaried,5,38438,702,Gold Personal Loan,426001,11.88,36,1
HDFC-CUST-0144,148721296,Rudra Pillai,35,Female,Married,WXLUP8739S,6548095375,rudrapillai76@gmail.com,"Nashik, Maharashtra",Owned,422001,Graduate,Salaried,7,50152,615,Silver Credit Card Loan,169516,23.02,30,0
HDFC-CUST-0145,77961501,Ayaan Gaikwad,36,Female,Single,NEPXO3304W,7803671707,ayaangaikwad91@outlook.com,"Nashik, Maharashtra",Rented,422001,Diploma,Salaried,5,23516,703,Gold Personal Loan,366519,12.23,24,0
HDFC-CUST-0146,406256580,Aarohi Chauhan,40,Male,Single,DTBIS9218G,6624850825,aarohichauhan70@rediffmail.com,"Thane, Maharashtra",Owned,400601,Postgraduate,Retired,6,34687,701,Gold Credit Card Loan,269189,20.32,12,0
HDFC-CUST-0147,216255661,Ayaan Nair,24,Female,Single,WRVHX0416T,7973073887,ayaannair80@gmail.com,"Aurangabad, Maharashtra",Owned,431001,12th Pass,Salaried,2,36427,531,Silver Personal Loan,159864,14.4,60,0
HDFC-CUST-0148,726403826,Nikita Pawar,23,Male,Single,RYZHP3593E,9564167900,nikitapawar90@gmail.com,"Mumbai, Maharashtra",Owned,400001,Graduate,Salaried,0,65480,716,Gold Credit Card Loan,83720,19.05,6,1
HDFC-CUST-0149,905565053,Siddharth Bose,38,Male,Single,NIARI7601K,8944011488,siddharthbose69@rediffmail.com,"Pune, Maharashtra",Owned,411014,Graduate,Self-Employed,12,83291,704,Gold Personal Loan,384511,11.4,48,1
HDFC-CUST-0150,794045197,Diya Patil,36,Male,Single,AZQVO3587W,8720838351,diyapatil57@gmail.com,"Noida, Uttar Pradesh",Rented,201301,Postgraduate,Self-Employed,3,167909,769,Gold Credit Card Loan,25000,20.15,36,1
HDFC-CUST-0151,622257621,Saanvi Mukherjee,36,Female,Single,WVYRD7475A,8965040563,saanvimukherjee83@outlook.com,"Pune, Maharashtra",Owned,411014,12th Pass,Salaried,2,53447,849,Platinum Personal Loan,373621,9.68,12,0
HDFC-CUST-0152,638765974,Sai Sharma,37,Male,Single,JIDSH2063O,6146104155,saisharma98@rediffmail.com,"Pune, Maharashtra",Rented,411001,Postgraduate,Salaried,0,47077,799,Platinum Credit Card Loan,282917,16.99,12,0
HDFC-CUST-0153,118736754,Arnav Kulkarni,29,Female,Single,IQTMY1823F,8784043417,arnavkulkarni87@icici.com,"Kolkata, West Bengal",Owned,700001,Graduate,Self-Employed,3,50695,701,Gold Personal Loan,403132,13.1,36,1
HDFC-CUST-0154,901873460,Kiara Naidu,36,Male,Single,ZJIVP7475H,7609545458,kiaranaidu32@outlook.com,"Noida, Uttar Pradesh",Owned,201301,12th Pass,Self-Employed,1,38553,643,Silver Credit Card Loan,168456,21.82,30,0
HDFC-CUST-0155,350783882,Arnav Tiwari,36,Male,Married,RLHQL2827V,8997995658,arnavtiwari47@gmail.com,"Aurangabad, Maharashtra",Owned,431001,12th Pass,Student,13,28425,900,Platinum Personal Loan,210975,9.38,36,1
HDFC-CUST-0156,869644832,Vaishnavi Bhat,28,Female,Married,KLFED5834J,7100744906,vaishnavibhat63@rediffmail.com,"Mumbai, Maharashtra",Owned,400001,Postgraduate,Salaried,10,34508,724,Gold Credit Card Loan,100691,18.28,18,1
HDFC-CUST-0157,266665569,Mahika Tripathi,49,Male,Married,WGNKO3957D,9907587255,mahikatripathi88@gmail.com,"Delhi, Delhi",Owned,110001,Graduate,Student,3,26109,721,Gold Personal Loan,343720,12.83,24,0
HDFC-CUST-0158,821280115,Sara Sharma,38,Female,Single,XOIJZ2165J,8041098620,sarasharma74@gmail.com,"Thane, Maharashtra",Rented,400601,Postgraduate,Salaried,15,77299,718,Gold Credit Card Loan,124582,19.34,18,1
HDFC-CUST-0159,44499263,Ayaan Pillai,24,Female,Married,GSMUW3019E,9743671580,ayaanpillai43@gmail.com,"Pune, Maharashtra",Owned,411001,Postgraduate,Salaried,10,24182,734,Gold Personal Loan,592246,11.09,48,0
HDFC-CUST-0160,361568001,Atharv Khan,39,Female,Single,YLRZR0969N,8320637775,atharvkhan34@icici.com,"Hyderabad, Telangana",Rented,500001,Graduate,Self-Employed,5,81334,710,Gold Credit Card Loan,194615,18.31,24,1
HDFC-CUST-0161,692497310,Meera Mehta,26,Male,Married,GAQBP8251D,6816859862,meeramehta69@gmail.com,"Gurugram, Haryana",Owned,122001,Graduate,Salaried,0,77280,680,Gold Personal Loan,233281,12.97,36,0
HDFC-CUST-0162,600313307,Vihaan Parekh,40,Female,Single,BYGLM9614E,9269710524,vihaanparekh73@yahoo.com,"Kolkata, West Bengal",Rented,700001,12th Pass,Self-Employed,15,43363,682,Gold Credit Card Loan,169720,19.6,6,0
HDFC-CUST-0163,103168630,Nisha Salunkhe,43,Female,Single,SVBFJ6715L,8646905904,nishasalunkhe47@yahoo.com,"Kolkata, West Bengal",Owned,700001,Graduate,Salaried,0,15000,718,Gold Personal Loan,474733,12.77,48,0
HDFC-CUST-0164,720740962,Nikita Pillai,27,Male,Single,FSPMB5358O,6007018646,nikitapillai78@yahoo.com,"Nashik, Maharashtra",Owned,422001,Graduate,Salaried,0,29517,682,Gold Credit Card Loan,241211,20.46,30,0
HDFC-CUST-0165,753114654,Arnav Sharma,42,Male,Married,XVCPV0815T,7023874165,arnavsharma51@yahoo.com,"Noida, Uttar Pradesh",Owned,201301,Postgraduate,Salaried,10,76507,670,Silver Personal Loan,637081,15.78,12,0
HDFC-CUST-0166,576083451,Vaishnavi Iyer,37,Male,Single,WPUAM0106J,9674112421,vaishnaviiyer98@gmail.com,"Delhi, Delhi",Owned,110001,Postgraduate,Government,16,47454,727,Gold Credit Card Loan,68792,19.94,18,1
HDFC-CUST-0167,791741875,Saanvi Deshmukh,41,Female,Married,ZNMQF0118P,9160624387,saanvideshmukh15@gmail.com,"Aurangabad, Maharashtra",Owned,431001,Graduate,Salaried,12,24270,702,Gold Personal Loan,278371,11.26,12,0
HDFC-CUST-0168,305214472,Ananya Shetty,49,Male,Married,XFCFG4180S,9042613413,ananyashetty44@yahoo.com,"Nashik, Maharashtra",Rented,422001,Graduate,Salaried,8,31078,825,Platinum Credit Card Loan,49393,16.91,12,1
HDFC-CUST-0169,840975438,Siddharth Tripathi,32,Male,Married,QPEZW0849S,9827723585,siddharthtripathi29@icici.com,"Thane, Maharashtra",Owned,400601,Postgraduate,Self-Employed,8,70031,534,Silver Personal Loan,364897,16.35,60,0
HDFC-CUST-0170,706365276,Muhammad Pillai,28,Female,Single,OATYD2604J,7787047847,muhammadpillai57@rediffmail.com,"Chennai, Tamil Nadu",Owned,600001,Postgraduate,Salaried,9,52575,796,Platinum Credit Card Loan,187308,17.01,30,1
HDFC-CUST-0171,877738540,Zara Sawant,27,Male,Married,CWTBY6813T,6315072921,zarasawant71@icici.com,"Pune, Maharashtra",Owned,411045,Graduate,Self-Employed,9,40820,807,Platinum Personal Loan,548100,9.78,60,1
HDFC-CUST-0172,129046944,Isha Mehta,27,Female,Single,NDSRN2679Z,6180319011,ishamehta28@rediffmail.com,"Gurugram, Haryana",Rented,122001,Postgraduate,Self-Employed,7,38291,575,Silver Credit Card Loan,143923,22.99,36,0
HDFC-CUST-0173,296151179,Vivaan Chatterjee,33,Male,Single,WGYQK3635W,9458372328,vivaanchatterjee28@outlook.com,"Thane, Maharashtra",Owned,400601,Diploma,Salaried,6,32884,696,Gold Personal Loan,352022,11.31,60,0
HDFC-CUST-0174,374299515,Ayaan Singh,37,Male,Single,ZOLJF7691O,7510979919,ayaansingh79@icici.com,"Gurugram, Haryana",Owned,122001,Graduate,Salaried,6,25221,694,Gold Credit Card Loan,162140,18.54,12,0
HDFC-CUST-0175,136993183,Meera Joshi,36,Male,Married,XDOIK8400U,7529205460,meerajoshi75@rediffmail.com,"Chennai, Tamil Nadu",Rented,600001,Diploma,Salaried,3,89709,621,Silver Personal Loan,274728,15.79,36,0
HDFC-CUST-0176,49457711,Isha Sharma,41,Female,Single,ILOFX7441X,9748513953,ishasharma85@rediffmail.com,"Aurangabad, Maharashtra",Rented,431001,Diploma,Salaried,5,34046,666,Silver Credit Card Loan,317163,20.06,24,0
HDFC-CUST-0177,755864615,Jiya Chatterjee,34,Female,Single,VVHOM0029U,9162196074,jiyachatterjee18@icici.com,"Kolkata, West Bengal",Owned,700001,Diploma,Salaried,0,73513,642,Silver Personal Loan,158850,13.13,36,0
HDFC-CUST-0178,263531127,Trisha Verma,46,Female,Single,BIWDE2493J,8595710758,trishaverma97@outlook.com,"Nagpur, Maharashtra",Owned,440001,Graduate,Salaried,6,85587,843,Platinum Credit Card Loan,164779,17.49,36,1
HDFC-CUST-0179,737082812,Kiara Joshi,32,Male,Single,EFEXP8555Y,6491103614,kiarajoshi86@icici.com,"Nashik, Maharashtra",Owned,422001,12th Pass,Student,2,39535,785,Platinum Personal Loan,703540,9.63,12,0
HDFC-CUST-0180,601725387,Arnav Pandey,56,Male,Married,LTCAM4106S,6490300165,arnavpandey35@yahoo.com,"Nashik, Maharashtra",Owned,422001,Diploma,Salaried,2,32236,809,Platinum Credit Card Loan,150543,16.56,6,0
HDFC-CUST-0181,111775031,Zara Naidu,39,Male,Single,PAFEH9590G,9354913322,zaranaidu24@outlook.com,"Jaipur, Rajasthan",Rented,302001,Graduate,Government,7,58736,771,Platinum Personal Loan,371494,10.06,36,1
HDFC-CUST-0182,93591872,Siddharth Gaikwad,27,Female,Married,VFKZL8889L,7066356136,siddharthgaikwad23@yahoo.com,"Jaipur, Rajasthan",Owned,302001,Graduate,Self-Employed,12,45446,641,Silver Credit Card Loan,121404,23.49,36,0
HDFC-CUST-0183,160077726,Vaishnavi Tiwari,25,Female,Married,UYJRY9514D,8429078401,vaishnavitiwari87@outlook.com,"Ahmedabad, Gujarat",Rented,380001,Postgraduate,Salaried,10,25458,683,Gold Personal Loan,372941,11.22,12,0
HDFC-CUST-0184,666548534,Nisha More,38,Female,Single,VOATZ8148O,9016781433,nishamore24@icici.com,"Chennai, Tamil Nadu",Owned,600001,Diploma,Salaried,0,47043,754,Gold Credit Card Loan,259827,18.99,12,0
HDFC-CUST-0185,303485926,Jiya Mishra,32,Female,Married,HBPDJ8576M,6494022306,jiyamishra49@gmail.com,"Noida, Uttar Pradesh",Owned,201301,12th Pass,Self-Employed,2,25511,634,Silver Personal Loan,68220,13.81,36,0
HDFC-CUST-0186,869755255,Vaishnavi Verma,40,Female,Single,KOVCR3573T,8344878520,vaishnaviverma83@rediffmail.com,"Mumbai, Maharashtra",Owned,400001,Postgraduate,Salaried,10,72437,770,Platinum Credit Card Loan,272674,16.53,12,1
HDFC-CUST-0187,889970242,Mahika Pandey,38,Female,Married,QHULO2464Y,7865146892,mahikapandey91@icici.com,"Nagpur, Maharashtra",Owned,440001,12th Pass,Self-Employed,2,36464,703,Gold Personal Loan,186406,10.92,36,1
HDFC-CUST-0188,286189408,Tanmay Menon,33,Female,Single,VBFKV6264D,7128454601,tanmaymenon27@gmail.com,"Hyderabad, Telangana",Owned,500001,Graduate,Retired,5,30962,694,Gold Credit Card Loan,128667,20.16,12,0
HDFC-CUST-0189,787921224,Reyansh Das,27,Female,Married,XKJRC9711X,6589928218,reyanshdas52@icici.com,"Pune, Maharashtra",Rented,411045,12th Pass,Government,8,55304,770,Platinum Personal Loan,335613,9.36,24,1
HDFC-CUST-0190,393818839,Vaishnavi Nair,22,Female,Single,SCOMG2714L,8096869672,vaishnavinair80@rediffmail.com,"Hyderabad, Telangana",Owned,500001,Postgraduate,Salaried,2,35143,751,Gold Credit Card Loan,197084,18.09,30,1
HDFC-CUST-0191,536874006,Kavya Bose,30,Female,Single,VGFXX6874B,8889448788,kavyabose30@outlook.com,"Gurugram, Haryana",Rented,122001,12th Pass,Salaried,6,53636,695,Gold Personal Loan,160281,11.88,36,0
HDFC-CUST-0192,189829966,Nikita Pillai,41,Male,Single,FHOCG7761T,9734726871,nikitapillai63@outlook.com,"Ahmedabad, Gujarat",Owned,380001,Graduate,Salaried,1,31545,801,Platinum Credit Card Loan,186973,17.49,12,0
HDFC-CUST-0193,186926441,Reyansh Gaikwad,36,Male,Single,WBQPD9150Q,9798422982,reyanshgaikwad73@rediffmail.com,"Mumbai, Maharashtra",Owned,400001,12th Pass,Student,4,37103,644,Silver Personal Loan,703646,13.02,36,0
HDFC-CUST-0194,780539618,Siddharth Bose,24,Male,Married,XJRLA1366W,9772003299,siddharthbose95@icici.com,"Jaipur, Rajasthan",Owned,302001,Graduate,Salaried,7,20407,763,Gold Credit Card Loan,40946,19.77,6,1
HDFC-CUST-0195,839718670,Aditya Tiwari,35,Male,Single,NYWDI5110E,9887928672,adityatiwari50@rediffmail.com,"Pune, Maharashtra",Rented,411014,Graduate,Salaried,0,42609,762,Gold Personal Loan,428455,12.47,48,1
HDFC-CUST-0196,290719240,Ayaan Nair,37,Male,Single,MEMDX4495O,9171322878,ayaannair82@icici.com,"Hyderabad, Telangana",Rented,500001,10th Pass,Salaried,8,105461,698,Gold Credit Card Loan,97041,18.68,36,0
HDFC-CUST-0197,206300933,Aarohi Verma,27,Female,Married,RKPYV1086O,8509693779,aarohiverma82@yahoo.com,"Ahmedabad, Gujarat",Owned,380001,Diploma,Government,6,29108,743,Gold Personal Loan,463883,11.29,60,1
HDFC-CUST-0198,43160596,Rudra Naidu,35,Female,Single,WEUHT6144Z,8963031432,rudranaidu86@rediffmail.com,"Nagpur, Maharashtra",Owned,440001,Graduate,Salaried,8,28503,632,Silver Credit Card Loan,151531,21.48,18,0
HDFC-CUST-0199,161130825,Ayaan Jadhav,34,Male,Single,LXMDD9852B,6955447835,ayaanjadhav74@gmail.com,"Delhi, Delhi",Rented,110001,Graduate,Salaried,7,51719,785,Platinum Personal Loan,303776,9.41,24,1
HDFC-CUST-0200,696801186,Myra Pillai,25,Female,Single,XVFCZ2640M,6064467738,myrapillai88@outlook.com,"Thane, Maharashtra",Owned,400601,Graduate,Salaried,11,43758,707,Gold Credit Card Loan,189029,18.19,36,1
HDFC-CUST-0201,318444579,Krishna Verma,37,Male,Single,DGVWO0714D,7974404228,krishnaverma60@gmail.com,"Ahmedabad, Gujarat",Rented,380001,Graduate,Salaried,7,47665,683,Gold Personal Loan,670652,11.96,60,0
HDFC-CUST-0202,322936861,Aditya Jadhav,38,Female,Single,PPRVM7543C,8844493602,adityajadhav34@rediffmail.com,"Jaipur, Rajasthan",Owned,302001,Postgraduate,Self-Employed,4,58746,793,Platinum Credit Card Loan,134727,17.19,30,1
HDFC-CUST-0203,618583125,Siddharth Parekh,43,Female,Married,RTUUV6276E,7161493200,siddharthparekh43@outlook.com,"Bengaluru, Karnataka",Rented,560001,Graduate,Salaried,6,54940,671,Silver Personal Loan,507963,13.33,24,0
HDFC-CUST-0204,891245706,Nisha Bose,42,Female,Married,UUOXW8610O,9979768155,nishabose31@gmail.com,"Mumbai, Maharashtra",Rented,400001,Postgraduate,Government,8,83600,621,Silver Credit Card Loan,46538,22.18,18,0
HDFC-CUST-0205,730108903,Aarohi Agarwal,23,Male,Married,LKTGV3503Y,9361742844,aarohiagarwal68@icici.com,"Thane, Maharashtra",Owned,400601,Postgraduate,Salaried,6,49097,611,Silver Personal Loan,256534,12.86,48,0
HDFC-CUST-0206,425766874,Ishaan Menon,26,Male,Single,AXDOZ9789N,9878733896,ishaanmenon28@rediffmail.com,"Ahmedabad, Gujarat",Owned,380001,10th Pass,Salaried,6,35455,762,Gold Credit Card Loan,187792,19.84,36,1
HDFC-CUST-0207,630612749,Krishna Mukherjee,38,Male,Single,ISTDZ2055Y,7085283457,krishnamukherjee57@outlook.com,"Pune, Maharashtra",Owned,411014,Postgraduate,Self-Employed,3,64388,630,Silver Personal Loan,622617,13.35,48,0
HDFC-CUST-0208,457856969,Vaishnavi Chauhan,38,Male,Single,HUSRS5235Y,8414404120,vaishnavichauhan96@icici.com,"Nagpur, Maharashtra",Rented,440001,PhD,Self-Employed,3,118935,843,Platinum Credit Card Loan,178449,16.52,24,1
HDFC-CUST-0209,201749321,Kiara Singh,38,Male,Single,MLZNN6401R,8918132513,kiarasingh57@outlook.com,"Kolkata, West Bengal",Owned,700001,Graduate,Self-Employed,0,43047,574,Silver Personal Loan,353041,14.38,60,0
HDFC-CUST-0210,306420106,Nisha Sharma,60,Male,Single,BBMIL3388E,7544483764,nishasharma39@rediffmail.com,"Aurangabad, Maharashtra",Owned,431001,Graduate,Salaried,13,24572,839,Platinum Credit Card Loan,149943,17.32,12,0
HDFC-CUST-0211,493105309,Tanmay Thakur,39,Male,Married,CYOTY5750V,7922885053,tanmaythakur85@gmail.com,"Thane, Maharashtra",Owned,400601,Postgraduate,Salaried,1,69576,735,Gold Personal Loan,212438,13.23,12,1
HDFC-CUST-0212,731044442,Sara Singh,43,Female,Single,GCHKE6300M,6343381275,sarasingh73@icici.com,"Pune, Maharashtra",Owned,411045,Graduate,Salaried,3,37663,713,Gold Credit Card Loan,198361,19.98,18,1
HDFC-CUST-0213,945833655,Vivaan Ghosh,42,Male,Single,OUHKC6293F,7549404829,vivaanghosh10@gmail.com,"Ahmedabad, Gujarat",Rented,380001,Diploma,Salaried,3,15000,682,Gold Personal Loan,532349,11.47,24,0
HDFC-CUST-0214,604964877,Aditya Singh,39,Male,Single,KDDOH4693V,8697263293,adityasingh98@yahoo.com,"Nagpur, Maharashtra",Rented,440001,Postgraduate,Government,10,73326,748,Gold Credit Card Loan,113832,20.08,18,1
HDFC-CUST-0215,829904760,Sara Kulkarni,31,Male,Single,XVLDZ3638Z,6131077671,sarakulkarni88@outlook.com,"Jaipur, Rajasthan",Rented,302001,Postgraduate,Salaried,5,30607,717,Gold Personal Loan,329493,11.18,24,0
HDFC-CUST-0216,254969094,Nikita Bhat,40,Male,Married,OMORO6501C,7252571696,nikitabhat78@icici.com,"Pune, Maharashtra",Owned,411045,12th Pass,Salaried,11,38230,797,Platinum Credit Card Loan,171270,17.39,6,0
HDFC-CUST-0217,604856321,Kiara Ghosh,28,Male,Married,MJTWF2440G,8050794021,kiaraghosh49@gmail.com,"Chennai, Tamil Nadu",Owned,600001,Postgraduate,Salaried,3,47222,728,Gold Personal Loan,334492,10.88,60,1
HDFC-CUST-0218,523072560,Dhruv Joshi,32,Male,Married,NGBPL0419B,9380194360,dhruvjoshi96@gmail.com,"Nagpur, Maharashtra",Rented,440001,12th Pass,Self-Employed,7,50596,731,Gold Credit Card Loan,144709,18.76,12,1
HDFC-CUST-0219,556355146,Jiya Gaikwad,30,Female,Married,QIYUL3115C,7915346110,jiyagaikwad26@outlook.com,"Thane, Maharashtra",Rented,400601,Graduate,Salaried,3,57032,695,Gold Personal Loan,714958,11.83,60,0
HDFC-CUST-0220,147020226,Siddharth Shah,35,Male,Single,RDGVO0396G,6366953596,siddharthshah63@outlook.com,"Pune, Maharashtra",Owned,411001,Graduate,Salaried,15,32173,716,Gold Credit Card Loan,130237,18.95,36,1
HDFC-CUST-0221,890637193,Dhruv Salunkhe,53,Female,Married,JKVAA3514U,8001187351,dhruvsalunkhe12@yahoo.com,"Nagpur, Maharashtra",Rented,440001,Postgraduate,Retired,1,36189,742,Gold Personal Loan,346248,11.94,12,0
HDFC-CUST-0222,262155477,Dhruv Shah,21,Female,Married,YZZWW0197G,9634697582,dhruvshah29@outlook.com,"Kolhapur, Maharashtra",Rented,416003,10th Pass,Salaried,7,35132,600,Silver Credit Card Loan,98196,22.18,12,0
HDFC-CUST-0223,859351043,Zara Patil,39,Male,Single,TQNMM3367P,9249502283,zarapatil49@rediffmail.com,"Thane, Maharashtra",Owned,400601,Diploma,Salaried,9,57875,626,Silver Personal Loan,511628,15.53,48,0
HDFC-CUST-0224,362778161,Vaishnavi Iyer,21,Female,Single,ILLJM2042C,8925502213,vaishnaviiyer79@yahoo.com,"Thane, Maharashtra",Owned,400601,PhD,Self-Employed,8,62572,772,Platinum Credit Card Loan,135502,17.44,12,1
